N,M,expertiseMean,expertiseSpread,expertiseSkew,entrantExpertiseMean,entrantExpertiseSpread,entrantExpertiseFloor,graphAttachment,transferRate,decayRate,learningRateSpread,personalLearningRate,mobilityMode,jumpProbability,competitionAversion,prestigeWeight,baseMoveProb,turnoverRate,learningCap,seniorTenureYears,aptitudeMean,aptitudeSpread,teachTopN,aboveMeanDrag,criticalMass,criticalMassSharpness,aiEnabled,aiLevelFraction,aiDampeningBelow,aiDampeningAbove,graphSource,institutionSizing,candidateCap,worldModelFingerprint,comboIndex,arm,t,meanE_mean,meanE_std,p10E_mean,p10E_std,p50E_mean,p50E_std,p90E_mean,p90E_std,divergence_mean,divergence_std,topE_mean,topE_std,aiLevel_mean,aiLevel_std,shareBelowAI_mean,shareBelowAI_std,shareExpert_mean,shareExpert_std,minOccupancy_mean,minOccupancy_std,emptyInstitutions_mean,emptyInstitutions_std,underOccupiedInstitutions_mean,underOccupiedInstitutions_std,n
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.012,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,0,treatment,120,0.4845118217356503,0,0.2015,0,0.5295,0,0.6415,0,0.012610723456116748,0,0.8905141949653625,0,0.585,0,0.725,0,0.275,0,0,0,47,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.012,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,0,baseline,120,0.5013210293029745,0,0.2215,0,0.5445,0,0.6645,0,0.013913280724294022,0,0.9140117168426514,0,,,,,0.32666666666666666,0,0,0,49,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.01375,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,1,treatment,120,0.500075925582399,0,0.2045,0,0.5465,0,0.6595,0,0.015620528845053161,0,0.9314778447151184,0,0.585,0,0.6483333333333333,0,0.3516666666666667,0,0,0,41,0,216,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.01375,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,1,baseline,120,0.5170371162767211,0,0.2235,0,0.5675,0,0.6655,0,0.013157600662844052,0,0.9317672252655029,0,,,,,0.4266666666666667,0,0,0,37,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0155,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,2,treatment,120,0.4798882049818834,0,0.1755,0,0.5285,0,0.6455,0,0.0153848828504121,0,0.860657811164856,0,0.585,0,0.73,0,0.27,0,0,0,57,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0155,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,2,baseline,120,0.5038782769752046,0,0.2005,0,0.5555,0,0.6585,0,0.015412369926917144,0,0.8560367822647095,0,,,,,0.37333333333333335,0,0,0,64,0,207,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,3,treatment,120,0.47657849884902437,0,0.1765,0,0.5165,0,0.6485,0,0.015608484817388387,0,0.8543305993080139,0,0.585,0,0.7333333333333333,0,0.26666666666666666,0,0,0,48,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,3,baseline,120,0.4993598204168181,0,0.2285,0,0.5455,0,0.6495,0,0.015307482110660482,0,0.9128655791282654,0,,,,,0.32166666666666666,0,0,0,48,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,4,treatment,120,0.47421236999953786,0,0.1965,0,0.5205,0,0.6445,0,0.016194486734864712,0,0.9483919739723206,0,0.585,0,0.75,0,0.25,0,0,0,43,0,215,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,4,baseline,120,0.5052753253094852,0,0.2655,0,0.5475,0,0.6515,0,0.015927341459830616,0,0.9524449706077576,0,,,,,0.3466666666666667,0,0,0,41,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,5,treatment,120,0.47795775833229226,0,0.2265,0,0.5125,0,0.6275,0,0.015278036042431487,0,0.862188458442688,0,0.585,0,0.7866666666666666,0,0.21333333333333335,0,0,0,52,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,5,baseline,120,0.5019910950399935,0,0.2635,0,0.5365,0,0.6375,0,0.012326381897390288,0,0.8589704632759094,0,,,,,0.2866666666666667,0,0,0,45,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,6,treatment,120,0.48584048375487326,0,0.2305,0,0.5205,0,0.6525,0,0.014890148139360819,0,0.8361310362815857,0,0.585,0,0.745,0,0.255,0,0,0,39,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,6,baseline,120,0.5083909379442533,0,0.2805,0,0.5445,0,0.6595,0,0.015263181587339763,0,0.920789361000061,0,,,,,0.33,0,0,0,41,0,216,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,7,treatment,120,0.45466287912180026,0,0.1615,0,0.5055,0,0.6115,0,0.015541058425476977,0,0.845751166343689,0,0.585,0,0.8516666666666667,0,0.14833333333333334,0,0,0,46,0,203,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,7,baseline,120,0.4758638685444991,0,0.1915,0,0.5285,0,0.6225,0,0.015206563825817126,0,0.8921034336090088,0,,,,,0.21666666666666667,0,0,0,45,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,8,treatment,120,0.4567828305438161,0,0.1595,0,0.5015,0,0.6245,0,0.019392902946228554,0,0.8677608966827393,0,0.585,0,0.8483333333333334,0,0.15166666666666667,0,0,0,48,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,8,baseline,120,0.47452184641733763,0,0.2175,0,0.5115,0,0.6175,0,0.020152444549807025,0,0.8983829021453857,0,,,,,0.19,0,0,0,50,0,205,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.02775,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,9,treatment,120,0.4533013865910471,0,0.1705,0,0.5005,0,0.6155,0,0.014976990294663102,0,0.8631666898727417,0,0.585,0,0.8266666666666667,0,0.17333333333333334,0,0,0,48,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.02775,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,9,baseline,120,0.47268829713265104,0,0.2105,0,0.5175,0,0.6225,0,0.013343913275225676,0,0.7739932537078857,0,,,,,0.20333333333333334,0,0,0,54,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0295,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,10,treatment,120,0.46354462950179975,0,0.2005,0,0.5005,0,0.6055,0,0.015631984623613374,0,0.9568552374839783,0,0.585,0,0.8516666666666667,0,0.14833333333333334,0,0,0,48,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0295,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,10,baseline,120,0.4847483836176495,0,0.2385,0,0.5275,0,0.6245,0,0.014276037237137213,0,0.9534772634506226,0,,,,,0.26666666666666666,0,0,0,43,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,11,treatment,120,0.4559971777846416,0,0.1795,0,0.4995,0,0.6005,0,0.015524824300174737,0,0.8714578151702881,0,0.585,0,0.8566666666666667,0,0.14333333333333334,0,0,0,55,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,11,baseline,120,0.4802267470955849,0,0.2265,0,0.5235,0,0.6235,0,0.013733385997847264,0,0.8305651545524597,0,,,,,0.23666666666666666,0,0,0,42,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,12,treatment,120,0.45624529050663115,0,0.1715,0,0.4995,0,0.5935,0,0.01575850062226559,0,0.9081056118011475,0,0.585,0,0.8766666666666667,0,0.12333333333333334,0,0,0,48,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,12,baseline,120,0.477496158418556,0,0.2545,0,0.5145,0,0.6095,0,0.015457834636652984,0,0.9069819450378418,0,,,,,0.17,0,0,0,50,0,207,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.03475,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,13,treatment,120,0.4413162587520977,0,0.1585,0,0.4835,0,0.5975,0,0.020613065562563995,0,0.9836274981498718,0,0.585,0,0.875,0,0.125,0,0,0,51,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.03475,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,13,baseline,120,0.46988613381360966,0,0.2185,0,0.5105,0,0.6225,0,0.018770973715122208,0,0.970912516117096,0,,,,,0.175,0,0,0,54,0,207,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0365,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,14,treatment,120,0.4559727987088263,0,0.2035,0,0.4945,0,0.6095,0,0.01240326078562248,0,0.7860941290855408,0,0.585,0,0.8466666666666667,0,0.15333333333333332,0,0,0,52,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0365,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,14,baseline,120,0.46576582541068395,0,0.1965,0,0.5055,0,0.6115,0,0.015106752928015409,0,0.8165037631988525,0,,,,,0.18,0,0,0,52,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.03825,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,15,treatment,120,0.4385230861355861,0,0.1875,0,0.4725,0,0.5875,0,0.017504749151918127,0,0.8423693776130676,0,0.585,0,0.8966666666666666,0,0.10333333333333333,0,0,0,55,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.03825,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,15,baseline,120,0.4637340933457017,0,0.2115,0,0.4975,0,0.6075,0,0.013653798674626613,0,0.8423693776130676,0,,,,,0.16166666666666665,0,0,0,53,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.04,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,16,treatment,120,0.44476292041440807,0,0.1955,0,0.4775,0,0.5865,0,0.016328482368372713,0,0.8498495221138,0,0.585,0,0.8966666666666666,0,0.10333333333333333,0,0,0,51,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.04,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,16,baseline,120,0.47181540430213015,0,0.2365,0,0.5065,0,0.6015,0,0.015137485756464758,0,0.8582814335823059,0,,,,,0.165,0,0,0,47,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.04175,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,17,treatment,120,0.44976994587729374,0,0.2175,0,0.4805,0,0.5835,0,0.012870391708595576,0,0.9406672716140747,0,0.585,0,0.9016666666666666,0,0.09833333333333333,0,0,0,39,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.04175,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,17,baseline,120,0.4740703752512733,0,0.2515,0,0.5045,0,0.6065,0,0.010142482692685596,0,0.8482092022895813,0,,,,,0.17,0,0,0,47,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0435,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,18,treatment,120,0.45570978126178185,0,0.2275,0,0.4905,0,0.5815,0,0.013996323900522554,0,0.9484490156173706,0,0.585,0,0.9066666666666666,0,0.09333333333333334,0,0,0,46,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.0435,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,18,baseline,120,0.4676236964762211,0,0.2225,0,0.5135,0,0.5855,0,0.017319161873698353,0,0.9544809460639954,0,,,,,0.10166666666666667,0,0,0,54,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.04525,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,19,treatment,120,0.44598136883229017,0,0.1945,0,0.4795,0,0.5925,0,0.013341888001942335,0,0.915725588798523,0,0.585,0,0.8833333333333333,0,0.11666666666666667,0,0,0,59,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.04525,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,19,baseline,120,0.46011296978841226,0,0.2115,0,0.4965,0,0.5955,0,0.014556621396654753,0,0.808078408241272,0,,,,,0.14333333333333334,0,0,0,50,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.047,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,20,treatment,120,0.4408074692947169,0,0.1825,0,0.4815,0,0.5915,0,0.014343550285215972,0,0.9160664081573486,0,0.585,0,0.8933333333333333,0,0.10666666666666667,0,0,0,45,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.08,0.047,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,20,baseline,120,0.46383068107068537,0,0.2225,0,0.5035,0,0.6125,0,0.016604672284297538,0,0.871979832649231,0,,,,,0.17833333333333334,0,0,0,59,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.012,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,21,treatment,120,0.4942695361934602,0,0.1685,0,0.5435,0,0.6745,0,0.017088598869518083,0,0.9049343466758728,0,0.585,0,0.6483333333333333,0,0.3516666666666667,0,0,0,47,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.012,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,21,baseline,120,0.5187632038754721,0,0.2315,0,0.5655,0,0.6745,0,0.013931733414234235,0,0.9067200422286987,0,,,,,0.43666666666666665,0,0,0,42,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.01375,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,22,treatment,120,0.49900697643558184,0,0.2175,0,0.5385,0,0.6685,0,0.018723438800857528,0,0.9477226734161377,0,0.585,0,0.6583333333333333,0,0.3416666666666667,0,0,0,52,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.01375,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,22,baseline,120,0.5122228409039478,0,0.2395,0,0.5585,0,0.6815,0,0.018601710667767727,0,0.9463924169540405,0,,,,,0.4116666666666667,0,0,0,42,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.0155,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,23,treatment,120,0.4867862429842353,0,0.1695,0,0.5245,0,0.6525,0,0.015299143397291479,0,0.8772946000099182,0,0.585,0,0.7016666666666667,0,0.29833333333333334,0,0,0,47,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.0155,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,23,baseline,120,0.5053301369026303,0,0.2165,0,0.5475,0,0.6635,0,0.017117322844938537,0,0.8778777718544006,0,,,,,0.3566666666666667,0,0,0,55,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,24,treatment,120,0.48220845378314453,0,0.2075,0,0.5325,0,0.6325,0,0.014563130688050676,0,0.8211709856987,0,0.585,0,0.7533333333333333,0,0.24666666666666667,0,0,0,43,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,24,baseline,120,0.5071690873925885,0,0.2545,0,0.5535,0,0.6505,0,0.015302139809953753,0,0.8190481662750244,0,,,,,0.3383333333333333,0,0,0,44,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,25,treatment,120,0.48946258224546907,0,0.2405,0,0.5255,0,0.6475,0,0.015083375441738694,0,0.8498244881629944,0,0.585,0,0.71,0,0.29,0,0,0,61,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,25,baseline,120,0.50622049536556,0,0.2205,0,0.5465,0,0.6575,0,0.014940119371653736,0,0.8498244881629944,0,,,,,0.365,0,0,0,50,0,215,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,26,treatment,120,0.4777717733445267,0,0.1875,0,0.5225,0,0.6405,0,0.019847242392209686,0,0.9089303612709045,0,0.585,0,0.74,0,0.26,0,0,0,47,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,26,baseline,120,0.4970110350350539,0,0.2375,0,0.5405,0,0.6495,0,0.018350322820525653,0,0.9096440672874451,0,,,,,0.31166666666666665,0,0,0,53,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,27,treatment,120,0.4713895697084566,0,0.1835,0,0.5115,0,0.6365,0,0.017946437554494647,0,0.9539998173713684,0,0.585,0,0.765,0,0.235,0,0,0,51,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,27,baseline,120,0.5003857866612573,0,0.2315,0,0.5455,0,0.6525,0,0.01898081497716989,0,0.8840243816375732,0,,,,,0.35333333333333333,0,0,0,57,0,207,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,28,treatment,120,0.47731485090528925,0,0.1965,0,0.5205,0,0.6285,0,0.015961100504376068,0,0.8674535751342773,0,0.585,0,0.7616666666666667,0,0.23833333333333334,0,0,0,47,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,28,baseline,120,0.5006152636309464,0,0.2285,0,0.5495,0,0.6415,0,0.013451408400741301,0,0.8568032383918762,0,,,,,0.33,0,0,0,48,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,29,treatment,120,0.47397507751360535,0,0.2045,0,0.5195,0,0.6205,0,0.014093236423729793,0,0.8277435898780823,0,0.585,0,0.8,0,0.2,0,0,0,56,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,29,baseline,120,0.4943647844841083,0,0.2385,0,0.5345,0,0.6365,0,0.014731166873915987,0,0.8098859786987305,0,,,,,0.28,0,0,0,57,0,205,0,1
