N,M,expertiseMean,expertiseSpread,expertiseSkew,entrantExpertiseMean,entrantExpertiseSpread,entrantExpertiseFloor,graphAttachment,transferRate,decayRate,learningRateSpread,personalLearningRate,mobilityMode,jumpProbability,competitionAversion,prestigeWeight,baseMoveProb,turnoverRate,learningCap,seniorTenureYears,aptitudeMean,aptitudeSpread,teachTopN,aboveMeanDrag,criticalMass,criticalMassSharpness,aiLevelFraction,aiDampeningBelow,aiDampeningAbove,graphSource,institutionSizing,candidateCap,worldModelFingerprint,comboIndex,replicate,t,meanE_baseline,meanE_treatment,meanE_shortfall,shareExpert_baseline,shareExpert_treatment,shareExpert_shortfall
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,24,0,120,0.5071690873925885,0.48220845378314453,0.02496063360944395,0.3383333333333333,0.24666666666666667,0.09166666666666665
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,25,0,120,0.50622049536556,0.48946258224546907,0.01675791312009095,0.365,0.29,0.07500000000000001
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,26,0,120,0.4970110350350539,0.4777717733445267,0.0192392616905272,0.31166666666666665,0.26,0.05166666666666664
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,27,0,120,0.5003857866612573,0.4713895697084566,0.028996216952800746,0.35333333333333333,0.235,0.11833333333333335
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,28,0,120,0.5006152636309464,0.47731485090528925,0.023300412725657194,0.33,0.23833333333333334,0.09166666666666667
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,29,0,120,0.4943647844841083,0.47397507751360535,0.020389706970502963,0.28,0.2,0.08000000000000002
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.02775,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,30,0,120,0.49010594442486766,0.4624249983765185,0.027680946048349142,0.27,0.19333333333333333,0.07666666666666669
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.0295,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,31,0,120,0.4670435697895785,0.44545866108809906,0.021584908701479444,0.19166666666666668,0.16166666666666665,0.030000000000000027
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,32,0,120,0.4679795092344284,0.45431439062580464,0.013665118608623739,0.14666666666666667,0.10166666666666667,0.045
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.089,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,33,0,120,0.48360372106855115,0.45521858068803944,0.02838514038051171,0.20666666666666667,0.11333333333333333,0.09333333333333334
